"","seqnames","start","end","width","strand","value","area","cluster","indexStart","indexEnd","L","clusterL","p.value","fwer","p.valueArea","fwerArea"
"DMR_1","chr6",30094960,30095802,842,"*",-1.545335987858,38.6333996964501,349249,110531,110555,25,25,2.97271788164124e-05,0.016,0.000208090251714887,0.108
"DMR_2","chr4",1201588,1203104,1516,"*",1.56902459098804,31.3804918197607,301650,96225,96244,20,22,4.45907682246186e-05,0.024,0.000423612298133876,0.2
"DMR_3","chr6",33091567,33091841,274,"*",-2.74595247996665,10.9838099198666,350530,114495,114498,4,10,4.45907682246186e-05,0.024,0.0301730864986586,0.98
"DMR_4","chr6",29648161,29649092,931,"*",1.53328299559933,35.2655088987847,349091,110177,110199,23,23,5.20225629287217e-05,0.028,0.000267544609347711,0.132
"DMR_5","chr17",79004850,79005662,812,"*",2.53939498828506,22.8545548945656,186130,61020,61028,9,9,6.68861523369278e-05,0.032,0.00179849431839295,0.444
"DMR_6","chr11",67417958,67418365,407,"*",2.49532617541642,22.4579355787478,75557,24512,24520,9,9,7.43179470410309e-05,0.032,0.00194713021247501,0.476
"DMR_7","chr6",31543219,31543686,467,"*",2.24077601560874,26.8893121873049,349821,112068,112079,12,12,8.1749741745134e-05,0.044,0.00083979280156365,0.304
"DMR_8","chr19",55549414,55549907,493,"*",2.42516489495349,21.8264840545814,211748,70665,70673,9,9,9.66133311533402e-05,0.044,0.00210319790126118,0.496
"DMR_9","chr21",34774627,34775045,418,"*",2.48133588770527,17.3693512139369,261437,84478,84484,7,9,0.000104045125857443,0.048,0.00564816397511835,0.772
"DMR_10","chr6",24910562,24911615,1053,"*",-1.70645943843683,29.0098104534262,347914,109124,109140,17,17,0.000104045125857443,0.056,0.000609407165736454,0.256
"DMR_11","chr19",52390810,52391789,979,"*",-1.86073759779783,26.0503263691696,211021,70275,70288,14,14,0.000148635894082062,0.08,0.000995860490349815,0.336
"DMR_12","chr22",22901569,22902237,668,"*",1.93444980557044,25.1478474724157,266698,85801,85813,13,13,0.000163499483490268,0.08,0.00116679176854419,0.36
"DMR_13","chr8",19539991,19540809,818,"*",2.17263673538816,23.8990040892698,393696,127104,127114,11,11,0.000200658457010784,0.092,0.0014343363778919,0.412
"DMR_14","chr4",184320187,184320640,453,"*",2.35038579687847,9.4015431875139,318713,101077,101080,4,8,0.000230385635827196,0.1,0.0455048789732232,0.992
"DMR_15","chr7",2802374,2803065,691,"*",2.11018875246119,21.1018875246119,369504,120593,120602,10,10,0.000260112814643608,0.108,0.00246735584176223,0.532
"DMR_16","chr11",63448356,63448596,240,"*",2.30333528540347,11.5166764270174,73613,23270,23274,5,11,0.000252681019939505,0.108,0.0262713942790044,0.98
"DMR_17","chr3",46448496,46449313,817,"*",1.75148951349023,22.769363675373,281388,89918,89930,13,13,0.000282408198755918,0.124,0.00185051688132167,0.456
"DMR_18","chr1",109203610,109204821,1211,"*",1.29034281070286,23.2261705926515,21724,6962,6979,18,18,0.000349294351092845,0.156,0.0016795856031273,0.44
"DMR_19","chr12",6745057,6745707,650,"*",1.78992981907465,21.4791578288958,88965,28449,28460,12,12,0.000512793834583113,0.18,0.00228156097415965,0.508
"DMR_20","chr6",167507568,167508226,658,"*",2.1158342848824,16.9266742790592,366689,120034,120041,8,8,0.00050536203987901,0.188,0.00630959370378353,0.804
"DMR_21","chr15",72612125,72613029,904,"*",1.51791181400178,22.7686772100267,143265,46180,46194,15,17,0.000431044092837979,0.204,0.00185051688132167,0.456
"DMR_22","chr12",752646,753199,553,"*",2.1015417581186,14.7107923068302,87281,27975,27981,7,9,0.000594543576328247,0.204,0.0112963279502367,0.888
"DMR_23","chr20",62367108,62368256,1148,"*",1.60419773748281,20.8545705872765,259556,84045,84057,13,13,0.000520225629287217,0.212,0.00259369635173198,0.556
"DMR_24","chr8",142264769,142265246,477,"*",2.08895734080943,16.7116587264754,409294,130798,130805,8,15,0.000587111781624144,0.212,0.00668118343898868,0.808
"DMR_25","chr19",8372814,8373608,794,"*",1.71452666381942,20.574319965833,200208,64840,64851,12,12,0.000683725112777485,0.228,0.00277205942463045,0.568
"DMR_26","chr1",155107224,155107802,578,"*",2.07623915006771,14.5336740504739,25800,9048,9054,7,18,0.000653997933961072,0.228,0.0118388489636362,0.896
"DMR_27","chr14",24780404,24780926,522,"*",1.69268084353775,20.312170122453,121163,39128,39139,12,15,0.000720884086298,0.236,0.00290583172930431,0.576
"DMR_28","chr3",111260756,111261303,547,"*",2.0463440364748,16.3707522917984,288366,92286,92293,8,8,0.000676293318073382,0.24,0.00727572701531693,0.82
